5,House Rejects Farm Bill as Some Conservatives Withhold Support,the-wall-street-journal,The House defeated a Republican-written farm bill after GOP leaders couldn't win over a bloc of their party's conservatives who were demanding a separate vote soon on a measure to toughen immigration enforcement.,,,
9,Prince Harry and Meghan Markle's Royal Wedding Isn't Just a Modern Love Story. It Marks a More Modern Monarchy,the-wall-street-journal,"When Prince Harry marries American actress Meghan Markle in a pomp-filled ceremony, it will mark a giant step in the modernization of the British monarchy.",,,
8,Judge Dismisses Surveillance Lawsuit Filed by Former Fox News Host,the-wall-street-journal,"Andrea Tantaros accused the cable news channel of spying on her and tapping her phones after she alleged Roger Ailes sexually harassed her, but a federal judge said her suit was based on speculation.",,,
8,"Alleged school killer Dimitrios Pagourtzis was nondescript, betraying a growing darkness",the-washington-post,"He had no run-ins with police and was an honor roll student. Police say he killed 10 people in his high school, the latest in a string of mass shootings.",,,
8,A Santa Fe High School survivor's reaction to the shooting: 'I always felt it would eventually happen here',the-washington-post,"""It's been happening everywhere,"" Santa Fe High School shooting survivor Paige Curry said with a shrug.",,,
8,"One killed, two injured in shooting after Georgia high school graduation, report says",the-washington-post,The shooting occurred in a parking lot following an argument as families were leaving the graduation ceremony.,,,
8,Secret FBI source for Russia investigation met with three Trump advisers during campaign,the-washington-post,The source is now at the center of a battle that has pitted President Trump against his own Justice Department.,,,
9,Photos from the scene after a plane crash in Cuba kills more than 100 people,the-washington-post,"A 39-year-old airliner with 110 people aboard crashed and burned in a cassava field just after taking off from the Havana airport, leaving three survivors in Cuba's worst aviation disaster in three decades, officials said.",,,
9,"Father of the groom, Prince Charles, to walk Meghan Markle down the aisle",the-washington-post,The announcement ends weeks of speculation over who would be giving away the American actress in the royal wedding.,,,
8,Met Opera sues former conductor for $5.8 million over sexual misconduct allegations,cnn,"The Metropolitan Opera filed a countersuit Friday against its former music director, James Levine, asking for more than $5.8 million in damages amid allegations that Levine committed acts of sexual misconduct over a 40-year period.",,,
8,"Alleged shooter at Texas high school spared people he liked, court document says",cnn,"Nine students and a teacher were killed in a shooting Friday morning at Texas' Santa Fe High School, a law enforcement official said.",,,
9,Pakistani student among Texas victims,bbc-news,Sabika Sheikh and teacher Cynthia Tisdale are among the first named school shooting victims.,,,
8,Tears at vigil for Texas victims,bbc-news,Memories are shared at a vigil for those who died when a pupil opened fire at Santa Fe High School.,,,
9,Cuba in mourning after deadly plane crash,bbc-news,"Two days of national mourning are declared, after the crash near Havana killed more than 100 people.",,,
9,Cloud of smoke after plane goes down,bbc-news,"A Boeing 737 airliner has crashed and exploded in the Cuban capital of Havana, soon after take off.",,,
9,China lands bombers in South China Sea,bbc-news,"For the first time, Beijing has sent long-range bombers to a disputed island in the flashpoint region.",,,
6,FA Cup final: Chelsea v Man Utd - plus watch Road to Wembley,bbc-news,"Chelsea face Manchester United in the FA Cup final at Wembley - watch live BBC One coverage, listen to national and local radio coverage and follow text commentary.",,,
9,Ex-Malaysia PM Najib condemns police raids,bbc-news,The raids at properties linked to the ousted prime minister were linked to a big corruption scandal.,,,
8,Volcano's dramatic images explained,bbc-news,The eruption of Hawaii's K?lauea has produced striking images - but what's going on underneath?,,,
6,FA Cup final: Chelsea v Manchester United - rate the players,bbc-sport,Rate the players from both teams in the FA Cup final between Chelsea and Manchester United.,,,
6,Celtic 2-0 Motherwell,bbc-sport,Celtic become the first Scottish side to win successive domestic trebles after beating Motherwell in the Scottish Cup final.,,,
6,Giro d'Italia: Froome-Yates one-two for GB on Monte Zoncolan,bbc-sport,Britain's Chris Froome takes his first Giro d'Italia stage win as Simon Yates extends his overall lead on the infamous Monte Zoncolan.,,,
6,Royal Wedding: Sports stars Serena Williams and David Beckham among guests,bbc-sport,"Sports stars Serena Williams, David Beckham and Jonny Wilkinson are among those invited to a star-studded Royal Wedding.",,,
6,Premiership: Exeter Chiefs 36-5 Newcastle Falcons,bbc-sport,Defending champions Exeter set up a Premiership final against Saracens after beating Newcastle in their play-off semi-final.,,,
6,Listen: Super League Magic Weekend,bbc-sport,Saturday's action from the Super League Magic Weekend - listen to BBC Radio 5 live sports extra and local radio commentary.,,,
6,Darren Campbell: British former sprinter home after brain bleed,bbc-sport,Ex-Olympic champion Darren Campbell returns home as he continues his recovery from a bleed in the brain.,,,
6,FA Cup final: Chelsea v Manchester United - your most popular combined XI,bbc-sport,Chelsea and Manchester United meet in the FA Cup final at Wembley on Saturday - but who gets into your combined team?,,,
6,Italian Open: Rafael Nadal beats Novak Djokovic in semi-final,bbc-sport,Rafael Nadal comes out on top in a captivating Italian Open semi-final against Novak Djokovic as he wins 7-6 (7-4) 6-3 in Rome.,,,
4,Tesla Shareholders Urged to Separate Chairman's Role From Musk,bloomberg,"The largest proxy advisory firm is recommending that investors reject two of Tesla Inc.'s board members, while also supporting a proposal to split the role of chairman and chief executive officer -- jobs now held by Elon Musk, the public face of the electric-car maker.",,,
9,"Cuban State Airliner Crashes on Takeoff, Killing More Than 100",bloomberg,"Havana (AP) -- An aging Boeing 737 with 110 people aboard crashed and burned shortly after taking off from Havana's airport, leaving three survivors and investigators sifting through debris for clues as to what caused the airliner to go down.",,,
5,First Lady Returns to White House After Kidney Treatment,bloomberg,Washington (AP) -- Melania (meh-LAH'-nee-ah) Trump is back at the White House after an extended hospitalization for a kidney procedure.,,,
2,"Space Barons, Understanding Mueller and Sex Tourism",bloomberg,Here are your weekend reads.,,,
9,Weekend Edition: Why Germans Are Fed Up With America,bloomberg,Here are Bloomberg Opinion's five biggest stories of the week.,,,
9,Royal wedding live: Famous guests are arriving to see Prince Harry and Meghan Markle marry in Windsor,business-insider,"Guests are thronging the streets for the ceremony, which will see Prince Harry and Meghan Markle exchange vows, trade rings, and become elevated to the status of Duke and Duchess of Sussex.",,,
5,Why does Trump get away with corruption? Because Bill and Hillary Clinton normalized it,business-insider,"Opinion: Here's one reason the Trump corruption scandals aren't connecting as much as they should: Before Democrats spent the last 18 months telling everyone this is not normal, they spent years reassuring voters that this was normal.",,,
4,Tesla's Autopilot used to be a huge advantage for the company- but now it's becoming a problem,business-insider,"Tesla has repeatedly said Autopilot is meant to be used with an attentive driver whose hands are on the wheel, but in selling Autopilot through test drives, media appearances, and on its website, Tesla has taken steps that could create misconceptions about the feature.",,,
9,Here are the first photos of Prince Harry and Meghan Markle as a married couple,business-insider,"Prince Harry and Meghan Markle got married on Saturday, May 19. The couple left St. George's Chapel as husband and wife. Here are the first photos taken of the royal newlyweds.",,,
9,Here's Everything That Happened At Prince Harry And Meghan Markle's Royal Wedding,buzzfeed,Here's everything you need to know about what went down at Prince Harry and Meghan Markle's royal wedding on Saturday.,,,
2,27 Of The Funniest Tweets By Women This Week,buzzfeed,"""Shazam but for what the fuck is wrong with people.""",,,
2,18 Tweets From This Week That Are Literalllllly Fuckin' Hilarious,buzzfeed,"""PERSON: you've gained weight since high school. ME: yeah you're right I did!!!!!! Nice catch!!!""",,,
1,Prince Harry's Ex Went To His Wedding And Her Facial Expression Is Becoming A Meme,buzzfeed,"""When your ex gets married and you're at the wedding.""",,,
1,Meghan Markle Wore A No-Makeup Makeup Look For Her Wedding And People Are Loving It,buzzfeed,"""Is she wearing Glossier?""",,,
1,19 Tweets That Perfectly Sum Up The Royal Wedding,buzzfeed,"""This all started with Meghan's friend setting her up on a blind date with Prince Harry. My friends are actually useless.""",,,
9,Prince Harry And Meghan Are Officially Married And It Was A Beautiful Display Of Black Excellence,buzzfeed,Pretty sure I saw the King of Wakanda in the audience.,,,
1,"Royal wedding guests, celebrities pour into Windsor Castle",cnbc,"Oprah Winfrey, Elton John, George Clooney, Serena Williams and David and Victoria Beckham are among those in attendance for the marriage of Prince Harry and Meghan Markle.",,,
1,The royal wedding costs an estimated $42.8 million-and 94% of it is for security,cnbc,Most of the wedding budget is going towards keeping the betrothed and their guests safe.,,,
9,China lands bomber on South China Sea island for first time,cnbc,The move is likely to further fuel concerns about Beijing's expansive claims over the disputed region.,,,
