,Italy's Premier-Designate Gives Up on Populist Government,bloomberg,"Italy???s premier-designate Giuseppe Conte has given up on forming a populist government, raising the prospect of early elections after President Sergio Mattarella clashed with party leaders over the candidacy of a euroskeptic economist as finance minister.",ObjectId(5b0b002c116e815a7529c3c6),,,,
,Only A Well-Traveled Person Can Score 8/10 On This Quiz,buzzfeed,Adventure awaits!,ObjectId(5b0b002e116e815a7529c3ca),,,,
,George H.W. Bush hospitalized,cnn,Former President George H.W. Bush was taken to a hospital in Maine on Sunday after experiencing low blood pressure and fatigue.,ObjectId(5b0b002f116e815a7529c3ce),,,,
,"Rubio, in challenge to Trump, suggests Congress will act against ZTE",the-washington-post,The Florida Republican has been a leading voice against a deal to ease restrictions on the Chinese telecom giant.,ObjectId(5b0b0030116e815a7529c3d2),,,,
,GOP senator calls Trump's 'so-called Spygate' a 'diversion tactic',business-insider,"Republican Sen. Jeff Flake criticized President Donald Trump's claim of an FBI ""spy"" being planted in his 2016 campaign as a ""diversion tactic."" Other senators reacted to the president's unsubstantiated claims that the FBI was ""infiltrating"" his campaign for political purposes.",ObjectId(5b0b03b5116e815a7529c434),,,,
,George HW Bush hospitalized in Maine,business-insider,"Former US President George HW Bush was hospitalized Sunday in Maine. The 93-year-old was hospitalized earlier this year after the funeral of his wife of 73 years, Barbara Bush.",ObjectId(5b0b073e116e815a7529c49a),,,,
,Was Your First Kiss Awkwardly Terrible? Tell Us About It!,buzzfeed,Too much tongue?,ObjectId(5b0b073f116e815a7529c49e),,,,
,"I'm tired of ordering Alexa and Siri around ??"" we need male virtual assistants",cnbc,"As the voice wars heat up and the giants of Silicon Valley race to get their assistants in every home and pocket, the ever-present female subordinate is sending a bad message.",ObjectId(5b0b0740116e815a7529c4a3),,,,
,George H.W. Bush hospitalized in Maine,the-washington-post,A spokesman for former President George H.W. Bush says the 93-year-old has been hospitalized for low blood pressure and fatigue.,ObjectId(5b0b0743116e815a7529c4a9),,,,
,"Watch This Real Life ""Spiderman"" Climb A Building In Paris And Save A Dangling Child",buzzfeed,"The man who saved the 4-year-old, Mamoudou Gassama, said he arrived in France from Mali just a few months ago.",ObjectId(5b0b0ac8116e815a7529c50b),,,,
,Collectible Magazine Locations - Detroit: Become Human Wiki Guide - IGN,ign,Collectible Magazine Locations - Detroit: Become Human: There are a total of 46 magazines to find and read throughout each explorable location in Detroit: Become Human. You can find magazines scattered in...,ObjectId(5b0b0acc116e815a7529c513),,,,
,George H.W. Bush Hospitalized For 'Low Blood Pressure And Fatigue',the-huffington-post,The 41st president had returned home from a separate hospitalization just weeks ago.,ObjectId(5b0b0ace116e815a7529c517),,,,
,The Golden State Warriors Have Made the NBA Better,the-wall-street-journal,The audacity of the Houston Rockets to believe they could beat the Golden State Warriors is the reason this matchup is so compelling. The series comes down to a decisive Game 7 on Monday.,ObjectId(5b0b0acf116e815a7529c51c),,,,
,Those Red Alert Bubbles on Your Phone Are Driving Your Loved One Crazy,the-wall-street-journal,"In an era of nonstop notifications, electronic-alert management is starting to become a dividing line in American relationships.",ObjectId(5b0b0ad1116e815a7529c520),,,,
,Monaco GP: Lewis Hamilton & Fernando Alonso critical of 'most boring race',bbc-sport,"Lewis Hamilton and Fernando Alonso criticised Sunday's Monaco GP, saying it was ""not really racing"" and ""the most boring race ever"".",ObjectId(5b0b317e116e815a7529c923),,,,
,Giro d'Italia: Chris Froome's Grand Tour hat-trick and the questions that linger,bbc-sport,"Chris Froome's Grand Tour hat-trick changes the history books, but not the conversation around his standing in the sport.",ObjectId(5b0b3180116e815a7529c928),,,,
,"Johanna Konta: Media doesn't make it easy for me, says British number one",bbc-sport,"Britain's Johanna Konta says being reminded of her poor French Open record by the media does not ""make it easy"" for her.",ObjectId(5b0b3181116e815a7529c92c),,,,
,Loris Karius: Merseyside Police look into death threats to Liverpool goalkeeper,bbc-sport,Merseyside Police says it is aware of death threats made to Liverpool goalkeeper Loris Karius after the Champions League final.,ObjectId(5b0b3182116e815a7529c930),,,,
,England v Pakistan: Captain Joe Root tells fans to 'keep faith' after defeat,bbc-sport,"Captain Joe Root urges England supporters to ""keep believing"" in his team following a sixth defeat in eight Tests.",ObjectId(5b0b3184116e815a7529c934),,,,
,England v Barbarians: Chris Ashton hat-trick inspires Baa-Baas to victory,bbc-sport,Chris Ashton scores a hat-trick as the Barbarians beat England for the first time in this fixture since 2014.,ObjectId(5b0b3185116e815a7529c938),,,,
,UFC: Liverpool's Darren Till shocks Stephen Thompson in front of home crowd,bbc-sport,Darren Till beats Stephen Thompson by unanimous decision in front of his home crowd in Liverpool.,ObjectId(5b0b3186116e815a7529c93c),,,,
,"'The worst thing I've seen in 25-plus years': Experts react to news that Trump administration lost 1,500 migrant children",business-insider,"Reports that the US Department of Health and Human Services cannot locate nearly 1,500 migrant children it placed with American sponsors have resurged this weekend amid increasing controversy stemming from the Trump administration's policies about separating migrant families.",ObjectId(5b0b3188116e815a7529c940),,,,
,"The White House staffer who insulted John McCain accused her boss of leaking to the press ??"" right in front of Trump",business-insider,"White House staffer Kelly Sadler, who made insensitive remarks about Senator John McCain earlier this month, reportedly accused her boss Mercedes Schlapp of leaking information to the press in a meeting with President Donald Trump, according to Axios.",ObjectId(5b0b3189116e815a7529c944),,,,
,"18 Weird And Secret Rules Every ""Bachelor"" Contestant Must Follow While Filming The Show",buzzfeed,You can't actually eat the food on the dates.,ObjectId(5b0b318d116e815a7529c94d),,,,
,"Italy's president refuses to certify minister, denying the prime minister the ability to form government",cnbc,Italy's political landscape grew even shakier Sunday after the president refused to approve a proposed Cabinet minister with views critical of the euro currency.,ObjectId(5b0b3193116e815a7529c957),,,,
,"This 91-year-old grandma became a viral comedy hit with her grandson, who learned 'how awesome old people are'",cnbc,"""I would never in my wildest dreams did I think I would be staying around at my grandma's house for weeks at a time,"" 25-year-old Ross Smith said.",ObjectId(5b0b3194116e815a7529c95c),,,,
,Memorial Day in the year of outrage,cnn,"As families across the nation commemorated the holiday in 1968, many were keenly aware of the devastating impact that poor presidential decisions had caused.",ObjectId(5b0b3197116e815a7529c962),,,,
,Watch oldest Pearl Harbor survivor reflect on attack - CNN Video,cnn,"Ray Chavez is the oldest survivor of the attack on Pearl Harbor that launched America's entry into World War II in 1941. This week, he met with President Donald Trump in the Oval Office while in Washington for a series of Memorial Day events.",ObjectId(5b0b3198116e815a7529c966),,,,
,Ways to pay your respects on Memorial Day,cnn,Memorial Day is meant to be one of the most solemn American holidays.,ObjectId(5b0b319a116e815a7529c96a),,,,
,"Florida, Mississippi and Alabama declare emergencies ahead of storm Alberto",cnn,"Subtropical Storm Alberto was disrupting plans for Memorial Day barbecues and beach outings in Alabama, Florida and Mississippi, as the storm continued churning north through the Gulf of Mexico on Sunday.",ObjectId(5b0b319c116e815a7529c96e),,,,
,How to know when Trump is lying,cnn,"Journalists ""need to distinguish between a deflection, an exaggeration and a straight up lie,"" said CNN's Brian Stelter on this week's ""Reliable Sources.""",ObjectId(5b0b319d116e815a7529c972),,,,
,"More than 228,000 pounds of Spam, other products recalled",cnn,"More than 228,000 pounds of Hormel Spam and other canned meat products are being recalled because they might contain shards of metal, according to the US Department of Agriculture.",ObjectId(5b0b319e116e815a7529c977),,,,
,North Carolina youth player dies on court,espn,A player for a North Carolina youth basketball team collapsed and died on the court at a tournament in Virginia.,ObjectId(5b0b31a0116e815a7529c97b),,,,
,Power powers to win in 102nd Indianapolis 500,espn,"Will Power won the 102nd running of the Indianapolis 500, giving the 37-year-old Australian his biggest victory on IndyCar's grandest stage.",ObjectId(5b0b31a1116e815a7529c97f),,,,
,Padres get right-hander Hughes from Twins,espn,"The San Diego Padres acquired pitcher Phil Hughes from the Minnesota Twins on Sunday for minor catcher Janigson Villalobos, hoping the former All-Star can find his form in a new spot.",ObjectId(5b0b31a2116e815a7529c983),,,,
,Solo: A Star Wars Story - The 7 Weirdest Things Han Solo Has Ever Done - IGN,ign,"From fighting giant otters to wielding lightsabers, Han Solo has done some really bizarre things over the course of his life.",ObjectId(5b0b352b116e815a7529c9eb),,,,
,PlayerUnknown???s Battlegrounds PC dev team promises big big performance changes,polygon,"???We???ve fallen short,??? they acknowledge",ObjectId(5b0b352c116e815a7529c9ef),,,,
,"U.S., North Korean Officials Meet For Talks On Possible Summit",the-huffington-post,"???A U.S. delegation is in ongoing talks with North Korean officials at Panmunjom,??ù State Department spokeswoman Heather Nauert said.",ObjectId(5b0b352e116e815a7529c9f4),,,,
,Everyone Is Missing A Key Reason The U.S. Birth Rate Is Declining,the-huffington-post,"In the U.S., women are essentially punished for having kids.",ObjectId(5b0b352f116e815a7529c9f8),,,,
,U.S. Officials Enter North Korea to Lay Groundwork for Summit Meeting,the-new-york-times,The move reflects a more traditional negotiating process that President Trump first short-circuited by abruptly agreeing to meet but later set in motion by canceling the meeting.,ObjectId(5b0b3531116e815a7529c9fc),,,,
,China Warns 2 American Warships in South China Sea,the-new-york-times,"The country???s defense ministry said it had confronted the U.S. warships, which passed through waters near the Paracel Islands that China claims as its own.",ObjectId(5b0b3532116e815a7529ca00),,,,
,Harvey Weinstein???s Arrest May Define Manhattan D.A.???s Legacy,the-new-york-times,"Criticized for failing to charge Mr. Weinstein in 2015, Cyrus Vance Jr. brought rape charges on Friday in a case that could define his career.",ObjectId(5b0b3533116e815a7529ca04),,,,
,Italy in Turmoil as New Government Fails to Form,the-wall-street-journal,"Italy was thrown into political turmoil Sunday evening, as the Italian president blocked the formation of a new government supported by two anti-establishment parties.",ObjectId(5b0b3536116e815a7529ca0a),,,,
,"In Washington, North Korea???s ???denuclearization??? talk draws skepticism",the-washington-post,"Lawmakers, security experts said they doubt that Kim Jong Un will unilaterally disarm.",ObjectId(5b0b3539116e815a7529ca11),,,,
,"As Hawaii???s Kilauea erupts, volcanologists swarm: ???I expect great science from this event???",the-washington-post,"Scientists see real-time studies of the active volcano, which is threatening Hawaii???s Big Island, as an ???amazing opportunity.??ù",ObjectId(5b0b353b116e815a7529ca15),,,,
,Review | John McCain reflects on his ???maverick??? past and the future of the country,the-washington-post,"In his final book, the senator feels free to speak his mind ??"" on Palin, Obama, Iraq and Trump.",ObjectId(5b0b353d116e815a7529ca19),,,,
